,prov_name,prov_code,municipality,latitude,longitude,area (kmq),high_hydraulic_risk_area_p3 (%),medium_hydraulic_risk_area_p2 (%),low_hydraulic_risk_area_p1 (%),very_high_landslide_risk_area_p4 (%),high_landslide_risk_area_p3 (%),medium_landslide_risk_area_p2 (%),low_landslide_risk_area_p1 (%),attention_area (%),resident_population (n),high_hydraulic_risk_population_p3 (%),medium_hydraulic_risk_population_p2 (%),low_hydraulic_risk_population_p1 (%),very_high_landslide_risk_population_p4 (%),high_landslide_risk_population_p3 (%),medium_landslide_risk_population_p2 (%),low_landslide_risk_population_p1 (%),attention_population (%),resident_family (n),high_hydraulic_risk_family_p3 (%),medium_hydraulic_risk_family_p2 (%),low_hydraulic_risk_family_p1 (%),very_high_landslide_risk_family_p4 (%),high_landslide_risk_family_p3 (%),medium_landslide_risk_family_p2 (%),low_landslide_risk_family_p1 (%),attention_family (%),building (n),high_hydraulic_risk_building_p3 (%),medium_hydraulic_risk_building_p2 (%),low_hydraulic_risk_building_p1 (%),very_high_landslide_risk_building_p4 (%),high_landslide_risk_building_p3 (%),medium_landslide_risk_building_p2 (%),low_landslide_risk_building_p1 (%),attention_building (%),enterprise (n),high_hydraulic_risk_enterprise_p3 (%),medium_hydraulic_risk_enterprise_p2 (%),low_hydraulic_risk_enterprise_p1 (%),very_high_landslide_risk_enterprise_p4 (%),high_landslide_risk_enterprise_p3 (%),medium_landslide_risk_enterprise_p2 (%),low_landslide_risk_enterprise_p1 (%),attention_enterprise (%),cultural_heritage (n),high_hydraulic_risk_cultural_heritage_p3 (%),medium_hydraulic_risk_cultural_heritage_p2 (%),low_hydraulic_risk_cultural_heritage_p1 (%),very_high_landslide_risk_cultural_heritage_p4 (%),high_landslide_risk_cultural_heritage_p3 (%),medium_landslide_risk_cultural_heritage_p2 (%),low_landslide_risk_cultural_heritage_p1 (%),attention_cultural_heritage (%)
50,Ferrara,FE,Codigoro,44.83183932,12.10501471,169.271,2.583,99.909,99.916,0.0,0.0,0.0,0.0,0.0,12389,0.065,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5714,0.07,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4378,0.091,100.0,100.0,0.0,0.0,0.0,0.0,0.0,899,0.222,99.889,99.889,0.0,0.0,0.0,0.0,0.0,24,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
51,Ravenna,RA,Brisighella,44.22134642,11.76902039,194.319,3.285,5.637,5.637,14.129,24.818,2.821,1.188,5.499,7664,5.05,8.025,8.025,5.297,10.934,3.993,0.326,1.618,3408,5.047,8.04,8.04,5.37,10.622,4.489,0.323,1.467,2847,4.285,7.06,7.06,8.465,15.279,4.672,0.632,2.424,512,4.492,7.031,7.031,5.859,9.57,7.031,0.195,1.172,183,6.011,6.557,6.557,9.29,15.847,7.65,0.0,1.639
52,Reggio Emilia,RE,Boretto,44.90453732,10.55344135,18.094,26.716,99.403,100.044,0.0,0.0,0.0,0.0,0.0,5263,4.845,97.758,97.758,0.0,0.0,0.0,0.0,0.0,2055,4.915,97.762,100.0,0.0,0.0,0.0,0.0,0.0,1470,5.238,97.347,100.0,0.0,0.0,0.0,0.0,0.0,342,4.094,98.538,100.0,0.0,0.0,0.0,0.0,0.0,138,4.348,101.449,101.449,0.0,0.0,0.0,0.0,0.0
53,Reggio Emilia,RE,Brescello,44.90153576,10.51601194,24.038,23.076,99.659,100.046,0.0,0.0,0.0,0.0,0.0,5546,1.947,98.035,98.035,0.0,0.0,0.0,0.0,0.0,2176,1.838,97.932,100.0,0.0,0.0,0.0,0.0,0.0,1706,2.227,97.538,100.0,0.0,0.0,0.0,0.0,0.0,440,2.273,98.182,100.0,0.0,0.0,0.0,0.0,0.0,284,14.437,100.704,100.704,0.0,0.0,0.0,0.0,0.0
54,Modena,MO,San Cesario sul Panaro,44.56156734,11.03416799,27.31,16.324,70.062,76.001,0.0,0.0,0.0,0.0,0.0,6117,5.477,74.726,74.726,0.0,0.0,0.0,0.0,0.0,2555,5.127,73.112,90.411,0.0,0.0,0.0,0.0,0.0,1268,6.073,77.997,88.722,0.0,0.0,0.0,0.0,0.0,489,3.681,82.413,89.775,0.0,0.0,0.0,0.0,0.0,27,11.111,118.519,118.519,0.0,0.0,0.0,0.0,0.0
55,Modena,MO,Serramazzoni,44.42123564,10.79019017,93.96,0.557,0.934,0.996,7.034,13.427,0.377,0.0,0.0,8014,0.137,0.225,0.225,3.531,8.747,0.075,0.0,0.0,3560,0.14,0.225,0.337,3.652,8.708,0.084,0.0,0.0,3374,0.207,0.296,0.445,3.646,10.403,0.119,0.0,0.0,642,0.156,0.156,0.156,4.05,7.009,0.156,0.0,0.0,25,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0
56,Parma,PR,San Secondo Parmense,44.91915259,10.22690616,37.709,39.134,99.984,100.058,0.0,0.0,0.0,0.0,0.0,5519,18.989,99.964,99.964,0.0,0.0,0.0,0.0,0.0,2285,18.118,99.956,100.0,0.0,0.0,0.0,0.0,0.0,1447,19.143,99.931,100.0,0.0,0.0,0.0,0.0,0.0,471,12.951,100.0,100.0,0.0,0.0,0.0,0.0,0.0,115,27.826,90.435,90.435,0.0,0.0,0.0,0.0,0.0
57,Piacenza,PC,Pontenure,44.99963969,9.78615007,33.848,4.272,49.12,55.882,0.0,0.0,0.0,0.0,0.0,6373,0.33,25.31,25.31,0.0,0.0,0.0,0.0,0.0,2646,0.34,25.699,27.173,0.0,0.0,0.0,0.0,0.0,1198,0.668,31.219,33.472,0.0,0.0,0.0,0.0,0.0,496,0.403,34.073,35.685,0.0,0.0,0.0,0.0,0.0,39,7.692,38.462,46.154,0.0,0.0,0.0,0.0,0.0
58,Piacenza,PC,Rivergaro,44.91070815,9.597564,43.829,4.812,6.674,7.103,0.623,7.08,2.774,0.0,0.0,6853,2.218,2.422,2.422,0.044,7.953,6.537,0.0,0.0,3046,2.068,2.232,3.94,0.066,8.864,6.533,0.0,0.0,2295,2.397,2.658,4.488,0.087,11.983,4.88,0.0,0.0,558,1.434,1.613,5.018,0.0,11.29,12.007,0.0,0.0,34,5.882,5.882,29.412,0.0,0.0,32.353,0.0,0.0
59,Piacenza,PC,Vernasca,44.79992889,9.8295902,72.566,4.069,4.109,5.673,7.907,11.052,0.107,0.0,0.0,2241,1.473,1.473,1.473,2.588,6.56,0.045,0.0,0.0,1061,1.414,1.414,4.147,2.451,7.446,0.094,0.0,0.0,1987,1.208,1.208,3.523,2.214,10.317,0.05,0.0,0.0,167,1.796,1.796,3.593,3.593,5.988,0.0,0.0,0.0,34,2.941,2.941,8.824,5.882,5.882,0.0,0.0,0.0
60,Piacenza,PC,Lugagnano Val d'Arda,44.82253469,9.82645377,54.397,5.368,6.026,7.447,11.714,9.241,0.055,0.0,0.0,4155,3.105,3.105,3.105,0.746,9.94,0.0,0.0,0.0,1794,3.066,3.066,9.81,0.948,11.427,0.0,0.0,0.0,1746,1.775,1.775,6.3,1.145,18.786,0.0,0.0,0.0,300,4.0,4.333,15.0,1.333,6.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,76.19,0.0,0.0,0.0
61,Piacenza,PC,Piacenza,45.05193461,9.6926326,118.228,16.177,63.356,64.839,0.0,0.0,0.0,0.0,0.0,100311,0.417,90.237,90.237,0.0,0.0,0.0,0.0,0.0,45671,0.39,91.069,91.106,0.0,0.0,0.0,0.0,0.0,15362,0.742,86.922,87.059,0.0,0.0,0.0,0.0,0.0,11083,0.442,94.28,94.334,0.0,0.0,0.0,0.0,0.0,560,0.357,92.857,92.857,0.0,0.0,0.0,0.0,0.0
62,Parma,PR,Fidenza,44.86708803,10.0614143,95.117,14.211,51.831,55.466,0.48,1.138,0.434,0.0,0.0,25521,11.461,25.614,25.614,0.055,0.133,0.043,0.0,0.0,11326,11.416,25.834,39.334,0.053,0.124,0.044,0.0,0.0,4891,13.78,34.533,46.657,0.102,0.286,0.123,0.0,0.0,2337,19.726,38.982,50.15,0.043,0.086,0.043,0.0,0.0,121,33.058,57.025,66.942,0.0,0.0,0.0,0.0,0.0
63,Reggio Emilia,RE,Viano,44.54828799,10.62040753,44.971,0.256,1.025,3.762,14.496,11.425,0.0,0.0,0.0,3377,0.178,2.073,2.073,7.373,9.121,0.0,0.0,0.0,1447,0.207,1.935,22.046,7.326,9.261,0.0,0.0,0.0,1237,0.162,1.536,13.015,7.437,10.024,0.0,0.0,0.0,284,0.352,2.817,30.986,5.282,8.451,0.0,0.0,0.0,14,0.0,0.0,7.143,7.143,0.0,0.0,0.0,0.0
64,Modena,MO,Medolla,44.84894472,11.07147687,26.996,8.916,100.015,100.015,0.0,0.0,0.0,0.0,0.0,6322,18.618,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2661,18.828,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1636,15.954,100.0,100.0,0.0,0.0,0.0,0.0,0.0,364,14.56,100.0,100.0,0.0,0.0,0.0,0.0,0.0,15,40.0,106.667,106.667,0.0,0.0,0.0,0.0,0.0
65,Bologna,BO,Camugnano,44.16896504,11.0873928,96.598,2.086,3.602,3.602,4.812,40.681,1.656,14.885,22.684,2000,1.3,3.75,3.75,2.7,17.85,6.4,41.55,29.4,994,1.207,3.421,3.421,2.716,18.209,6.338,42.153,27.867,1914,0.784,2.403,2.403,2.978,20.69,5.434,40.491,26.646,131,1.527,3.817,3.817,2.29,8.397,9.16,39.695,40.458,18,11.111,16.667,16.667,0.0,16.667,0.0,55.556,22.222
66,Reggio Emilia,RE,Villa Minozzo,44.36521328,10.4671925,168.077,1.658,2.294,2.465,11.367,21.722,0.306,0.017,0.0,3900,0.436,0.538,0.538,4.308,24.615,0.308,0.0,0.0,2032,0.443,0.541,0.935,4.478,24.508,0.394,0.0,0.0,2961,0.439,0.574,0.912,5.1,24.654,0.27,0.0,0.0,342,1.462,1.754,4.971,3.216,20.468,0.292,0.0,0.0,14,0.0,0.0,0.0,0.0,35.714,0.0,0.0,0.0
67,Modena,MO,Formigine,44.57598268,10.84018896,46.758,0.994,20.568,21.938,0.0,0.0,0.0,0.0,0.0,33667,0.039,33.225,33.225,0.0,0.0,0.0,0.0,0.0,13517,0.037,34.061,34.187,0.0,0.0,0.0,0.0,0.0,5824,0.086,37.826,38.015,0.0,0.0,0.0,0.0,0.0,2783,0.072,37.118,37.226,0.0,0.0,0.0,0.0,0.0,40,0.0,67.5,67.5,0.0,0.0,0.0,0.0,0.0
68,Modena,MO,San Prospero,44.7879002,11.02289265,34.557,8.496,100.017,100.017,0.0,0.0,0.0,0.0,0.0,5841,10.221,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2401,10.246,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1186,8.516,100.0,100.0,0.0,0.0,0.0,0.0,0.0,298,7.047,100.0,100.0,0.0,0.0,0.0,0.0,0.0,14,0.0,107.143,107.143,0.0,0.0,0.0,0.0,0.0
69,Parma,PR,Tornolo,44.48491075,9.62448869,67.478,1.577,1.897,2.149,2.383,8.71,2.979,0.062,0.0,1102,2.813,2.813,2.813,5.445,12.976,21.96,0.0,0.0,623,2.889,3.05,3.21,5.297,12.841,22.151,0.0,0.0,1367,2.048,2.121,2.268,5.56,12.802,24.14,0.0,0.0,95,4.211,5.263,5.263,4.211,12.632,13.684,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Reggio Emilia,RE,Gualtieri,44.90496117,10.62949227,35.644,28.325,99.921,100.039,0.0,0.0,0.0,0.0,0.0,6639,1.506,99.654,99.654,0.0,0.0,0.0,0.0,0.0,2629,1.179,99.62,100.0,0.0,0.0,0.0,0.0,0.0,1884,2.123,99.469,100.0,0.0,0.0,0.0,0.0,0.0,428,3.972,99.766,100.0,0.0,0.0,0.0,0.0,0.0,455,13.407,101.319,101.319,0.0,0.0,0.0,0.0,0.0
71,Reggio Emilia,RE,Carpineti,44.45468453,10.51954928,89.567,1.137,1.381,1.825,10.018,9.522,0.023,0.0,0.0,4178,0.335,0.407,0.407,5.768,5.409,0.0,0.0,0.0,1810,0.331,0.387,1.16,5.58,5.359,0.0,0.0,0.0,2217,0.406,0.496,1.218,6.676,7.262,0.0,0.0,0.0,365,0.548,0.548,0.822,3.288,4.658,0.0,0.0,0.0,34,5.882,5.882,5.882,5.882,14.706,0.0,0.0,0.0
72,Reggio Emilia,RE,Fabbrico,44.87159776,10.80950419,23.633,25.507,99.53,100.03,0.0,0.0,0.0,0.0,0.0,6696,1.912,99.94,99.94,0.0,0.0,0.0,0.0,0.0,2676,1.756,99.925,100.0,0.0,0.0,0.0,0.0,0.0,1121,4.371,99.822,100.0,0.0,0.0,0.0,0.0,0.0,268,2.612,100.0,100.0,0.0,0.0,0.0,0.0,0.0,12,8.333,133.333,133.333,0.0,0.0,0.0,0.0,0.0
73,Reggio Emilia,RE,Gattatico,44.80622594,10.47375082,42.145,4.98,100.045,100.045,0.0,0.0,0.0,0.0,0.0,5899,1.933,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2363,1.947,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1397,2.434,100.0,100.0,0.0,0.0,0.0,0.0,0.0,462,1.732,100.0,100.0,0.0,0.0,0.0,0.0,0.0,21,4.762,114.286,114.286,0.0,0.0,0.0,0.0,0.0
74,Reggio Emilia,RE,Casalgrande,44.58987354,10.73926724,37.707,6.59,84.372,84.517,1.716,0.761,0.0,0.0,0.0,18635,1.266,96.077,96.077,0.059,0.676,0.0,0.0,0.0,7362,1.318,96.115,96.536,0.054,0.666,0.0,0.0,0.0,2900,1.69,93.759,94.241,0.138,1.034,0.0,0.0,0.0,1425,2.737,95.088,96.281,0.14,0.421,0.0,0.0,0.0,22,9.091,81.818,81.818,0.0,0.0,0.0,0.0,0.0
75,Reggio Emilia,RE,Bagnolo in Piano,44.76142985,10.67290388,26.939,10.598,100.037,100.037,0.0,0.0,0.0,0.0,0.0,9386,1.992,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3695,1.813,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1895,2.744,100.0,100.0,0.0,0.0,0.0,0.0,0.0,731,1.778,100.0,100.0,0.0,0.0,0.0,0.0,0.0,16,0.0,93.75,93.75,0.0,0.0,0.0,0.0,0.0
76,Parma,PR,Soragna,44.92689728,10.12232256,45.386,27.61,100.029,100.062,0.0,0.0,0.0,0.0,0.0,4872,15.291,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1929,14.982,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1398,16.738,100.0,100.0,0.0,0.0,0.0,0.0,0.0,363,11.57,100.0,100.0,0.0,0.0,0.0,0.0,0.0,30,13.333,110.0,110.0,0.0,0.0,0.0,0.0,0.0
77,Reggio Emilia,RE,Casina,44.51163601,10.50046464,63.804,0.359,1.014,1.022,10.501,4.566,0.025,0.0,0.0,4534,0.926,2.272,2.272,2.228,2.889,0.0,0.0,0.0,1983,0.908,2.168,2.219,2.219,2.673,0.0,0.0,0.0,2112,0.521,1.705,1.705,3.078,3.409,0.0,0.0,0.0,385,0.519,1.818,1.818,1.818,2.078,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Rimini,RN,Sant'Agata Feltria,43.86404084,12.20845348,79.741,1.168,1.216,1.334,22.559,16.314,0.004,0.026,0.0,2280,0.746,0.789,0.789,7.632,28.947,0.0,0.0,0.0,955,0.733,0.733,0.733,8.063,30.576,0.0,0.0,0.0,1148,0.697,0.697,0.697,10.192,23.345,0.0,0.0,0.0,151,0.662,0.662,0.662,6.623,39.073,0.0,0.0,0.0,54,0.0,0.0,0.0,5.556,44.444,0.0,0.0,0.0
79,Rimini,RN,Mondaino,43.85602804,12.67138147,19.84,0.0,0.0,0.0,9.924,16.008,0.222,0.0,0.0,1441,0.0,0.0,0.0,2.012,5.968,0.069,0.0,0.0,605,0.0,0.0,0.0,1.983,5.455,0.0,0.0,0.0,557,0.0,0.0,0.0,3.052,6.643,0.0,0.0,0.0,109,0.0,0.0,0.0,0.917,4.587,0.0,0.0,0.0,78,0.0,0.0,0.0,0.0,11.538,0.0,0.0,0.0
80,Bologna,BO,Argelato,44.64232695,11.34764547,35.103,24.873,99.997,99.997,0.0,0.0,0.0,0.0,0.0,9656,9.745,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4211,9.523,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1361,13.813,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1491,8.987,100.0,100.0,0.0,0.0,0.0,0.0,0.0,30,13.333,103.333,103.333,0.0,0.0,0.0,0.0,0.0
81,Modena,MO,San Felice sul Panaro,44.83931946,11.14140434,51.664,17.575,100.008,100.008,0.0,0.0,0.0,0.0,0.0,11026,18.475,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4495,18.42,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2766,17.462,100.0,100.0,0.0,0.0,0.0,0.0,0.0,491,21.589,100.0,100.0,0.0,0.0,0.0,0.0,0.0,34,26.471,117.647,117.647,0.0,0.0,0.0,0.0,0.0
82,Modena,MO,Maranello,44.52512137,10.86744783,32.581,1.823,2.744,7.928,2.063,2.173,0.089,0.0,0.0,16622,0.445,0.632,0.632,0.108,0.108,0.006,0.0,0.0,6424,0.436,0.607,5.931,0.093,0.093,0.0,0.0,0.0,2717,0.515,0.699,6.515,0.147,0.147,0.0,0.0,0.0,1436,0.279,0.418,3.552,0.209,0.209,0.0,0.0,0.0,16,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0
83,Bologna,BO,Granarolo dell'Emilia,44.55342273,11.44769522,34.369,8.351,99.988,99.988,0.0,0.0,0.0,0.0,0.0,10766,3.149,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4757,3.111,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1622,4.501,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1197,2.172,100.0,100.0,0.0,0.0,0.0,0.0,0.0,11,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
84,Bologna,BO,Castel San Pietro Terme,44.39812256,11.58917845,148.415,4.15,43.105,43.105,0.451,16.244,0.0,0.377,14.174,20468,2.575,35.851,35.851,0.103,1.226,0.0,0.611,1.246,9072,2.557,36.706,36.706,0.099,1.323,0.0,0.485,1.312,3762,3.11,45.428,45.428,0.186,3.004,0.0,0.824,2.897,1907,2.517,61.038,61.038,0.105,0.891,0.0,0.315,1.049,128,4.688,46.875,46.875,0.0,1.563,0.0,2.344,6.25
85,Modena,MO,Montese,44.2674702,10.94036858,81.005,1.378,1.915,1.917,8.428,22.349,4.592,0.0,0.353,3357,0.328,0.447,0.447,3.068,9.115,6.077,0.0,0.179,1623,0.308,0.431,0.431,3.142,9.119,5.853,0.0,0.185,2215,0.451,0.632,0.632,4.289,12.235,6.185,0.0,0.226,296,0.0,0.338,0.338,1.689,4.73,3.378,0.0,0.338,12,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.0
86,Modena,MO,Fiorano Modenese,44.53908792,10.81142031,26.232,0.202,39.166,40.504,2.684,0.339,0.229,0.0,0.0,16945,0.012,66.722,66.722,0.165,0.024,0.018,0.0,0.0,6494,0.015,66.477,66.569,0.154,0.015,0.015,0.0,0.0,2365,0.042,64.44,64.651,0.338,0.042,0.042,0.0,0.0,1574,0.0,62.325,62.389,0.127,0.0,0.0,0.0,0.0,26,0.0,73.077,73.077,0.0,0.0,0.0,0.0,0.0
87,Modena,MO,Fiumalbo,44.17951733,10.64739757,39.135,0.542,0.82,1.265,1.49,27.262,4.188,0.023,0.0,1304,1.994,2.301,2.301,1.304,40.567,9.202,0.0,0.0,608,2.138,2.467,9.046,1.316,39.638,9.211,0.0,0.0,932,1.931,2.253,9.227,2.79,40.773,8.691,0.0,0.0,158,2.532,3.165,11.392,0.633,34.177,15.19,0.0,0.0,17,23.529,23.529,94.118,0.0,5.882,5.882,0.0,0.0
88,Modena,MO,Marano sul Panaro,44.45611609,10.96628727,45.465,3.167,3.893,7.091,8.314,7.124,0.62,0.0,0.0,4787,1.504,1.838,1.838,1.692,1.483,0.063,0.0,0.0,1979,1.465,1.819,37.746,1.718,1.516,0.051,0.0,0.0,1382,1.737,2.098,27.931,2.967,2.75,0.072,0.0,0.0,382,1.309,1.571,41.885,1.309,2.094,0.0,0.0,0.0,17,5.882,5.882,11.765,17.647,5.882,0.0,0.0,0.0
89,Bologna,BO,San Giovanni in Persiceto,44.63877152,11.18779855,114.411,37.87,100.004,100.004,0.0,0.0,0.0,0.0,0.0,26992,31.98,100.0,100.0,0.0,0.0,0.0,0.0,0.0,11630,32.958,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6691,31.191,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1932,45.6,100.0,100.0,0.0,0.0,0.0,0.0,0.0,86,77.907,115.116,115.116,0.0,0.0,0.0,0.0,0.0
90,Bologna,BO,Castel Maggiore,44.57499666,11.36489158,30.9,9.531,99.997,99.997,0.0,0.0,0.0,0.0,0.0,17507,2.582,100.0,100.0,0.0,0.0,0.0,0.0,0.0,7743,2.389,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1922,4.37,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1635,1.835,100.0,100.0,0.0,0.0,0.0,0.0,0.0,47,14.894,97.872,97.872,0.0,0.0,0.0,0.0,0.0
91,Bologna,BO,Zola Predosa,44.49223785,11.21818344,37.747,15.297,55.893,55.893,0.098,1.038,0.0,0.056,5.489,18193,15.489,51.421,51.421,0.016,0.181,0.0,0.011,1.066,8156,16.0,52.403,52.403,0.012,0.172,0.0,0.012,1.091,1989,17.094,49.623,49.623,0.05,0.402,0.0,0.0,2.464,1865,12.547,68.097,68.097,0.0,0.214,0.0,0.0,1.287,32,31.25,78.125,78.125,0.0,0.0,0.0,0.0,3.125
92,Ferrara,FE,Bondeno,44.88521609,11.41846422,174.753,53.894,99.938,99.994,0.0,0.0,0.0,0.0,0.0,15116,22.142,99.907,99.907,0.0,0.0,0.0,0.0,0.0,6660,21.471,99.91,100.0,0.0,0.0,0.0,0.0,0.0,5600,23.786,99.875,100.0,0.0,0.0,0.0,0.0,0.0,827,19.105,100.0,100.0,0.0,0.0,0.0,0.0,0.0,102,21.569,100.0,100.0,0.0,0.0,0.0,0.0,0.0
93,Bologna,BO,Ozzano dell'Emilia,44.44483656,11.47820208,64.947,5.922,44.943,44.943,0.61,18.765,0.071,0.0,16.905,12870,2.02,34.134,34.134,0.124,2.867,0.07,0.0,7.576,5701,2.017,33.766,33.766,0.123,2.859,0.07,0.0,7.648,1792,4.185,45.313,45.313,0.223,5.636,0.112,0.0,10.491,1245,4.9,51.647,51.647,0.241,3.936,0.08,0.0,5.141,45,6.667,48.889,48.889,0.0,4.444,0.0,0.0,20.0
94,Bologna,BO,Fontanelice,44.25745852,11.55836993,36.557,3.748,8.923,8.923,0.438,7.219,0.703,0.728,18.492,1927,1.816,5.864,5.864,2.231,4.722,0.986,15.309,6.902,834,1.679,5.396,5.396,2.398,5.156,0.959,16.187,5.995,683,2.635,7.906,7.906,1.903,5.564,1.903,13.47,9.81,115,1.739,5.217,5.217,0.87,3.478,4.348,23.478,5.217,17,0.0,11.765,11.765,0.0,0.0,0.0,64.706,11.765
95,Bologna,BO,Castiglione dei Pepoli,44.14165584,11.15391212,65.761,1.285,3.019,3.019,1.162,30.179,0.973,11.528,32.1,5870,0.341,1.056,1.056,2.845,9.898,4.123,61.107,18.313,2744,0.328,1.02,1.02,2.843,9.913,3.899,60.459,18.987,2987,0.502,1.54,1.54,1.808,12.588,3.616,46.066,27.051,510,0.392,0.98,0.98,2.745,8.039,4.118,66.275,13.922,15,0.0,0.0,0.0,0.0,0.0,20.0,73.333,0.0
96,Bologna,BO,Crevalcore,44.7226444,11.14703461,102.753,4.08,99.936,100.006,0.0,0.0,0.0,0.0,0.0,13527,7.932,99.379,99.379,0.0,0.0,0.0,0.0,0.0,5594,7.812,99.428,100.0,0.0,0.0,0.0,0.0,0.0,2859,7.135,99.335,100.0,0.0,0.0,0.0,0.0,0.0,783,7.024,99.872,100.0,0.0,0.0,0.0,0.0,0.0,65,9.231,115.385,115.385,0.0,0.0,0.0,0.0,0.0
97,Bologna,BO,Sala Bolognese,44.62979729,11.27686821,45.637,97.69,100.0,100.0,0.0,0.0,0.0,0.0,0.0,8245,99.818,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3400,99.824,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1417,99.577,100.0,100.0,0.0,0.0,0.0,0.0,0.0,652,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,24,83.333,91.667,91.667,0.0,0.0,0.0,0.0,0.0
98,Bologna,BO,Monterenzio,44.3252789,11.40500671,105.255,2.131,5.738,5.738,2.559,37.401,2.731,3.917,36.607,5853,5.006,30.6,30.6,0.769,5.45,4.083,14.42,38.698,2624,4.992,30.678,30.678,0.724,5.412,3.887,14.71,38.567,1321,4.466,29.523,29.523,1.363,10.22,5.905,15.14,35.201,468,5.342,31.197,31.197,1.068,6.624,2.991,13.248,37.607,29,10.345,27.586,27.586,6.897,13.793,0.0,0.0,48.276
99,Bologna,BO,Marzabotto,44.34038509,11.20514029,74.526,5.264,10.65,10.65,0.522,8.809,0.086,1.759,30.654,6684,8.992,59.979,59.979,0.09,1.077,0.015,3.411,8.857,2966,8.597,59.71,59.71,0.101,1.146,0.0,3.439,8.597,1439,6.254,43.016,43.016,0.139,2.363,0.069,4.656,13.482,432,5.324,53.704,53.704,0.231,1.852,0.0,3.241,10.88,58,13.793,32.759,32.759,0.0,3.448,0.0,1.724,20.69
100,Bologna,BO,Molinella,44.62036923,11.67032164,127.84,15.562,99.969,99.969,0.0,0.0,0.0,0.0,0.0,15651,12.478,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6683,12.345,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3290,13.708,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1174,14.821,100.0,100.0,0.0,0.0,0.0,0.0,0.0,41,12.195,109.756,109.756,0.0,0.0,0.0,0.0,0.0
101,Forlì-Cesena,FC,Roncofreddo,44.04188275,12.31808653,51.526,1.069,1.5,1.5,22.79,26.819,6.356,6.674,0.0,3395,0.324,0.53,0.53,21.09,27.423,4.183,9.337,0.0,1346,0.297,0.446,0.446,20.728,27.86,4.16,9.658,0.0,1137,0.352,0.616,0.616,21.108,27.089,4.749,10.818,0.0,214,0.935,1.402,1.402,20.561,31.776,5.607,9.813,0.0,39,0.0,0.0,0.0,28.205,38.462,7.692,17.949,0.0
102,Bologna,BO,Lizzano in Belvedere,44.16164363,10.89366252,85.447,0.26,0.541,0.541,4.564,23.663,1.305,2.774,16.084,2309,0.26,0.78,0.78,5.37,19.402,1.472,14.335,47.423,1194,0.251,0.838,0.838,5.36,19.933,1.256,14.238,46.482,2396,0.376,1.252,1.252,4.424,23.539,0.918,8.514,41.694,234,0.855,4.701,4.701,5.556,12.821,0.427,11.966,58.974,39,0.0,2.564,2.564,12.821,7.692,0.0,20.513,46.154
103,Bologna,BO,Calderara di Reno,44.56608171,11.27202395,40.752,94.204,100.0,100.0,0.0,0.0,0.0,0.0,0.0,13148,87.496,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5671,86.546,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1686,83.215,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1607,74.487,100.0,100.0,0.0,0.0,0.0,0.0,0.0,34,61.765,64.706,64.706,0.0,0.0,0.0,0.0,0.0
