,ANNO,ID_OPERA,PROGR,TIPO_OPERA,STATO,MATERIALE,MACR,COMUNE,ORIENTAZIO,NOTE,H_MED_MSL,H_MIN_MSL,H_MAX_MSL,L_OPERA_M,AMP_BASE,AMP_VARCO,D_RIVA_M,FONT_DRIVA,ANNO_COSTR,ENTE_COSTR,INTERVENTO,NOTE_INT,ANNO_INT,ENTE_INT,ESO_M,VOLO,SHAPE_AREA,SHAPE_LEN
369,2020.0,42.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.70483333,-0.92000002,1.61199999,55.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,566.42269625,129.299715118
370,2020.0,43.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.60764289,-0.83999997,1.78400004,55.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,339.42353925,112.730895957
371,2020.0,44.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.87992311,0.004,1.95500004,55.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,348.03839053,116.383609529
372,2020.0,45.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.86808336,0.077,1.88699996,45.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,328.43577263,102.125154759
373,2020.0,46.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,1.13919997,0.79799998,1.49899995,50.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,315.39703746,111.872228347
374,2020.0,47.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.89903998,-0.078,1.99100006,65.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,639.330711755,146.986307189
375,2020.0,48.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.93024999,-0.018,3.68099999,50.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,308.10613371,104.979234986
376,2020.0,49.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.70272726,-0.117,1.06299996,50.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,296.29985824,106.084593273
377,2020.0,50.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.8063125,-0.083,1.13600004,50.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,360.609239305,106.8413207
378,2020.0,51.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.63480002,-0.85000002,1.32799995,50.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,372.87805867,109.231797438
379,2020.0,52.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.79209089,-0.079,1.91100001,55.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,527.34413816,127.013632324
380,2020.0,53.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.8495,-0.28999999,1.64199996,50.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,340.491782325,111.953331186
381,2020.0,54.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,,0.89483333,-0.19,1.40400004,45.0,,-,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,328.985084035,103.609425014
382,2020.0,280.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,5.0,RAVENNA,NO-SE,SI RACCORDA VERSO SUD CON UNA DIFESA LONGITUDINALE DISTACCATA EMERSA,-3.16906571,-4.51000023,-1.64310431,100.0,,-,230.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,1240.82514336,231.870453124
383,2020.0,281.0,0.0,Difesa mista soffolta,relitta,SACCHI DI SABBIA,5.0,COMACCHIO,NO-SE,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA FINITO IN MARE PER EROSIONE,-1.84333336,-1.87,-1.79999995,30.0,,-,0.0,Linea 2019,1990,,nessuno,,0,,G31,Volo Costa 2019 AdbPo,95.52265062,79.7906177351
384,2020.0,282.0,0.0,Difesa mista soffolta,relitta,SACCHI DI SABBIA,5.0,COMACCHIO,NO-SE,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA FINITO IN MARE PER EROSIONE,-1.59428573,-1.83000004,-1.26999998,30.0,,-,0.0,Linea 2019,1990,,nessuno,,0,,G31,Volo Costa 2019 AdbPo,115.05219027,95.8350808007
385,2020.0,284.0,0.0,Foce armata,emersa,CALCESTRUZZO,5.0,COMACCHIO,NE-SO,,0.25545454,-0.14,1.86199999,435.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,732.04534278,857.69361849
386,2020.0,186.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,NNO-SSE,,-0.78185189,-3.20000005,0.41,100.0,,25,90.0,Linea 2019,,,manutenzione,ricalibrate 2019,0,,G23,Volo Costa 2019 AdbPo,735.038511305,228.74091076
387,2020.0,187.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,NNO-SSE,,-0.62823528,-3.38000011,0.81999999,100.0,,20,100.0,Linea 2019,,,manutenzione,ricalibrate 2019,0,,G23,Volo Costa 2019 AdbPo,751.38359435,220.327619998
388,2020.0,254.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,0.0,RAVENNA,N-S,PROTEZIONE MOLO,1.89228451,0.017,2.3900001,350.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,3043.50169531,732.304874014
389,2020.0,255.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,E-O,PROTEZIONE MOLO,1.36288393,-0.057,3.20799994,2345.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,16243.5118591,5121.88845857
390,2020.0,573.0,0.0,Difesa mista soffolta,soffolta,MASSI CALCAREI,4.0,RAVENNA,NO-SE,"SOGLIA SOFFOLTA A PROTEZIONE DEI VARCHI TRA BARRIERE SEMISOMMERSE
",-3.8628571,-4.80000019,0.04,25.0,,,260.0,Linea 2019,2003,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,148.219065205,64.7211034231
391,2020.0,574.0,0.0,Difesa mista soffolta,soffolta,CALCESTRUZZO,4.0,RAVENNA,SE-NO,TECNO REEF,-3.99,-4.76,-3.18,280.0,,,0.0,Linea 2019,,REGIONE EMILIA-ROMAGNA,manutenzione,ricalibrata ampiezza 10 m e nuova mante,2020,COMUNE RAVENNA,G30,Volo Costa 2019 AdbPo,3210.38889414,705.613073195
392,2020.0,575.0,0.0,Area portuale,emersa,CALCESTRUZZO,6.0,COMACCHIO,NE-SO,,1.58574617,-0.92433131,3.50300002,1050.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,14949.465097,2232.45916634
393,2020.0,576.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,6.0,COMACCHIO,NE-SO,,0.37494999,-0.099,1.71200001,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,382.26746303,189.6511077
394,2020.0,577.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,5.0,COMACCHIO,NE-SO,,0.37494999,-0.099,1.71200001,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,95.75087837,43.4204703527
395,2020.0,578.0,0.0,Foce armata,emersa,MASSI CALCAREI,2.0,SAVIGNANO SUL RUBICONE,ENE-OSO,PENNELLO,-0.52226561,-2.50999999,1.85000002,230.0,,-,0.0,Linea 2019,,STATO-OPERE MARITTIME,manutenzione,MANUTENZIONE,2002,,,Volo Costa 2019 AdbPo,415.289455785,121.512945669
396,2020.0,579.0,0.0,Foce armata soffolta,soffolta,MASSI CALCAREI,2.0,SAVIGNANO SUL RUBICONE,ENE-OSO,PENNELLO,-0.52226561,-2.50999999,1.85000002,230.0,,-,0.0,Linea 2019,,STATO-OPERE MARITTIME,apertura varco,"APERTURA VARCO A QUOTA -1,50 MSLM",2014,COMUNE SAVIGNANO,,Volo Costa 2019 AdbPo,360.51302998,128.970740283
397,2020.0,580.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,APERTURA DI UN VARCO NELLLA SCOGLIERA EMERSA NEL 1991-1992,-0.74580002,-1.69000006,1.046,130.0,,-,80.0,Linea 2019,,,apertura varco,APERTURA VARCO,1991,,G13,Volo Costa 2019 AdbPo,229.223973325,81.8995157116
398,2020.0,581.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,APERTURA DI UN VARCO NELLLA SCOGLIERA EMERSA NEL 1991-1992,-0.74580002,-1.69000006,1.046,130.0,,-,80.0,Linea 2019,,,apertura varco,APERTURA VARCO,1991,,G13,Volo Costa 2019 AdbPo,158.93323806,62.2627041897
399,2020.0,582.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,APERTURA DI UN VARCO NELLLA SCOGLIERA EMERSA NEL 1991-1992,-0.74580002,-1.69000006,1.046,130.0,,-,80.0,Linea 2019,,,apertura varco,APERTURA VARCO,1991,,G13,Volo Costa 2019 AdbPo,217.41580374,84.8080292085
400,2020.0,583.0,0.0,Foce armata,emersa,MASSI CALCAREI E CALCESTRUZZO,2.0,RIMINI, NE-SO,,1.14481962,-1.0,2.83899999,120.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,1985.89582728,408.941233043
401,2020.0,584.0,0.0,Argine interno,emersa,SABBIA,3.0,RAVENNA,SO-NE,ARGINE IN SABBIA RINFORZATA,2.43,0.58,4.2,400.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,5780.8144388,834.314127333
402,2020.0,585.0,0.0,Argine interno,emersa,SABBIA,3.0,RAVENNA,SO-NE,ARGINE IN SABBIA RINFORZATA,2.56,0.85,3.45,345.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,3081.76681359,693.792953452
403,2020.0,197.0,0.0,Difesa mista soffolta,soffolta,MASSI CALCAREI,4.0,RAVENNA,N-S,,-0.8267464,-2.98000002,0.40000001,430.0,,-,180.0,Linea 2019,,,ampliamento,AMPLIAMENTO DELLA LARGHEZZA DELLA SCOGLIERA,2014,REGIONE,G25,Volo Costa 2019 AdbPo,7624.58446898,886.825711637
404,2020.0,198.0,0.0,Difesa mista soffolta,soffolta,MASSI CALCAREI,4.0,RAVENNA,E-O,,-0.14791666,-0.28999999,0.03,120.0,,-,0.0,Linea 2019,,,manutenzione,RICARICA CON MASSI CALCAREI,2014,REGIONE,G25,Volo Costa 2019 AdbPo,555.032626815,252.332760582
405,2020.0,199.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,4.0,RAVENNA,E-O,,0.81622225,-0.27000001,2.21000004,145.0,,-,0.0,Linea 2019,,,nessuno,,,,G25,Volo Costa 2019 AdbPo,649.16982296,295.599822049
406,2020.0,200.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,0.14318182,-2.8499999,1.16999996,135.0,,40,260.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,1650.9349256,288.229301787
407,2020.0,201.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,0.13363637,-2.50999999,1.11000001,130.0,,40,300.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,1121.24389348,271.251169101
408,2020.0,202.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,4.0,RAVENNA,SE-NO,SOGLIA SOFFOLTA A PROTEZIONE DEI VARCHI TRA LE BARRIERE,-3.54944444,-4.36999989,1.19000006,40.0,,,260.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,426.68166015,110.050553817
409,2020.0,203.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.33827585,-3.38000011,0.94999999,100.0,,40,260.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,770.83837381,216.226323818
410,2020.0,204.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.13666667,-3.18000007,1.17999995,100.0,,40,240.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,873.647208715,220.94091026
411,2020.0,205.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.95666665,-3.92000008,0.79000002,100.0,,40,220.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,681.61570729,223.274632881
412,2020.0,206.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.75235295,-3.71000004,1.01999998,100.0,,40,200.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,818.36425895,217.108816365
413,2020.0,207.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.41488373,-2.94000006,1.17999995,100.0,,35,190.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,1027.21184264,219.337669162
414,2020.0,208.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.33733332,-2.80999994,1.30999994,100.0,,35,190.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,778.795570675,216.590649451
415,2020.0,67.0,0.0,Difesa mista soffolta,soffolta,SACCHI DI SABBIA,1.0,RICCIONE,NO-SE,,-2.50673676,-3.75,-0.69999999,2900.0,,-,160.0,Linea 2019,,,nessuno,,0,,G7,Volo Costa 2019 AdbPo,26227.5221303,6549.45902537
416,2020.0,68.0,0.0,Difesa mista soffolta,soffolta,SACCHI DI SABBIA,1.0,MISANO ADRIATICO,ONO-ESE,,-3.22765899,-5.13000011,0.043,1570.0,,-,200.0,Linea 2019,,,nessuno,,0,,G4,Volo Costa 2019 AdbPo,17427.4533892,4617.06906055
417,2020.0,69.0,0.0,Difesa trasversale soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,NE-SO,,-0.37257144,-0.72000003,0.23100001,40.0,,-,0.0,Linea 2019,,,nessuno,,0,,G2,Volo Costa 2019 AdbPo,217.31396552,99.153185548
418,2020.0,70.0,0.0,Difesa trasversale soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,NE-SO,,0.14120001,-0.058,1.11000001,40.0,,-,0.0,Linea 2019,,,nessuno,,0,,G2,Volo Costa 2019 AdbPo,281.675500935,98.2695233109
419,2020.0,1.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,1.0,CATTOLICA,E-O,PROTEZIONE MOLO,2.31020308,0.31200001,5.15899992,160.0,,-,0.0,Linea 2019,,,ampliamento,PROLUNGAMENTO DI CIRCA 50 METRI,2013,,,Volo Costa 2019 AdbPo,2321.10451298,418.642087371
420,2020.0,2.0,0.0,Area portuale,emersa,CALCESTRUZZO,1.0,CATTOLICA,N-S,,3.08735394,-3.1400001,9.5369997,380.0,,-,0.0,Linea 2019,,,ampliamento,PROLUNGAMENTO  DEL MOLO DI CIRCA 35 METRI,2013,,,Volo Costa 2019 AdbPo,39096.7931122,5116.48733137
421,2020.0,3.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,1.0,CATTOLICA,E-O,,0.107125,-1.25,0.86400002,115.0,,30,60.0,Linea 2019,,,nessuno,,0,,G1,Volo Costa 2019 AdbPo,663.965534145,127.546009117
422,2020.0,256.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,0.0,RAVENNA,E-O,PROTEZIONE MOLO,1.58711159,-0.045,2.4230001,930.0,,-,0.0,Linea 2019,,,accorciamento,ACCORCIAMENTO DEL MOLO INTERNO DI CIRCA  45 METRI,2010,AUTORITA PORTUALE DI RAVENNA,,Volo Costa 2019 AdbPo,5625.10092073,1960.92432095
423,2020.0,257.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,0.0,RAVENNA,E-O,PROTEZIONE MOLO,-0.20846149,-5.42999983,3.06699991,2270.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,14568.957108,4560.19347795
424,2020.0,258.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,5.0,RAVENNA,E-O,,0.11656249,-1.69000006,3.05599999,90.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,904.287917805,176.452686809
425,2020.0,259.0,0.0,Difesa longitudinale aderente,emersa,MASSI CALCAREI,5.0,RAVENNA,N-S,,3.25027013,1.046,5.57999992,335.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,41716.9653389,3829.49814442
426,2020.0,260.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,5.0,RAVENNA,E-O,,0.31083333,-1.73000002,2.71399999,200.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,1402.0214641,398.706383333
427,2020.0,263.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,5.0,RAVENNA,E-O,,0.42904165,-2.02999997,2.14400005,150.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,1222.57528837,312.547288097
428,2020.0,264.0,0.0,Difesa mista soffolta,soffolta,MASSI CALCAREI,5.0,RAVENNA,E-O,T SHAPE,-1.69962168,-4.0999999,0.574,90.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,1792.93413397,349.258797758
429,2020.0,266.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,5.0,RAVENNA,NNE-SSO,,-1.18697143,-3.6400001,0.75199997,80.0,,40,160.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,875.15026062,183.106316845
430,2020.0,144.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,,ATOLLO,-2.01271439,-4.09000015,1.17700005,15.0,,30,350.0,Linea 2019,1983,STATO-OPERE MARITTIME,nessuno,,0,,G18,Volo Costa 2019 AdbPo,150.274704855,43.482278915
431,2020.0,145.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,,ATOLLO,-1.56371427,-3.46000004,1.24800003,15.0,,30,350.0,Linea 2019,1983,STATO-OPERE MARITTIME,nessuno,,0,,G18,Volo Costa 2019 AdbPo,160.160638065,44.8887341288
432,2020.0,586.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,3.0,RAVENNA,N-S,,-0.41655174,-2.31999993,1.10000002,100.0,,40,120.0,Linea 2019,,,manutenzione,Nuova ricalibratura delle scogliere emerse esisten,2020-21,COMUNE DI RAVENNA,G23,Volo Costa 2019 AdbPo,617.17719729,218.885090007
433,2020.0,505.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,NE-SO,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE EMERSE,-1.70777774,-2.66000009,0.03,20.0,,,110.0,Linea 2019,,,nessuno,,0,,G2,Volo Costa 2019 AdbPo,249.138845645,78.9367344509
434,2020.0,506.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,NE-SO,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE EMERSE,-1.93387496,-3.3499999,0.414,20.0,,,80.0,Linea 2019,,,nessuno,,0,,G2,Volo Costa 2019 AdbPo,243.199927255,78.9592835731
435,2020.0,620.0,0.0,Difesa longitudinale aderente,emersa,MASSI CALCAREI,4.0,RAVENNA,S-N,SCOGLIERA RADENTE A PROTEZIONE DELL'ARGINE RETROSTANTE,2.1,-0.36000001,3.6400001,700.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,6481.50222115,1600.79210442
436,2020.0,621.0,0.0,Difesa mista soffolta,soffolta,MASSI CALCAREI,4.0,RAVENNA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEI VARCHI TRA BARRIERE SEMISOMMERSE,-2.8,-4.9,0.51,30.0,,,260.0,Linea 2019,2003,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,1030.31276046,190.666562094
437,2020.0,622.0,0.0,Difesa mista soffolta,soffolta,MASSI CALCAREI,4.0,RAVENNA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEI VARCHI TRA BARRIERE SEMISOMMERSE,-3.2,-5.1,0.38,25.0,,,240.0,Linea 2019,2003,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,494.101627515,125.141837949
438,2020.0,623.0,0.0,Foce armata,emersa,MASSI CALCAREI E CALCESTRUZZO,5.0,RAVENNA,E-O,,1.10971272,-1.98000002,2.95900011,320.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,2994.47161016,914.976442428
439,2020.0,552.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,ENE-OSO,,0.57279998,0.192,0.79299998,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,253.13042468,86.0259409377
440,2020.0,553.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,E-O,,0.0,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,133.318013415,90.0307683777
441,2020.0,554.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,E-O,,0.1425,0.12,0.18000001,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,140.01454877,88.5503766923
442,2020.0,555.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,E-O,,0.22166666,0.16,0.36000001,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,107.315496835,80.2885117007
443,2020.0,556.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,,,0.20145833,-0.05,0.69,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,3692.91603794,2376.99348786
444,2020.0,557.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,,,1.09365559,0.31,1.68099999,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,2258.01591923,235.568801921
445,2020.0,209.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.14523809,-2.25999999,1.14999998,100.0,,35,190.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,1088.78551194,224.694296838
446,2020.0,210.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.06419355,-2.67000008,1.22000003,100.0,,35,180.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,790.929983375,216.254752382
447,2020.0,211.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,0.12499999,-2.5999999,1.74000001,100.0,,35,180.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,993.836349085,220.98770872
448,2020.0,212.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,0.084,-3.3499999,1.27999997,100.0,,35,180.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,849.058564035,226.776313807
449,2020.0,213.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,0.26264706,-3.01999998,1.59000003,100.0,,30,170.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,821.144524375,218.087295076
450,2020.0,214.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.54133332,-3.8599999,1.19000006,100.0,,30,170.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,787.9423181,218.293921204
451,2020.0,215.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,0.01933333,-2.1500001,1.24000001,100.0,,30,170.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,735.34005688,209.920662019
452,2020.0,217.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,0.148,-3.92000008,1.59000003,100.0,,30,170.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,836.910158805,226.811605436
453,2020.0,218.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,SE-NO,,-0.25194445,-4.34000015,0.88999999,100.0,,30,170.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,926.903327125,223.379209755
454,2020.0,219.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,4.0,RAVENNA,N-S,,-0.00799999,-4.8499999,1.37,100.0,,40,180.0,Linea 2019,,,manutenzione,ricalibrate 2020 o in corso,2020-21,,G30,Volo Costa 2019 AdbPo,774.164016745,217.455408963
455,2020.0,220.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,4.0,RAVENNA,NE-SO,,0.51851851,-0.15000001,1.18799996,90.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,739.02008731,146.969191973
456,2020.0,221.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,4.0,RAVENNA,NE-SO,,0.60318422,-1.04999995,2.03999996,90.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,982.601826865,194.497695363
