,CATUE,ATTECONOM,CATIT,CATDIST,DANNO,CODCOM,AMBITOTER1,CODSCEN1,AMBITOTER2,CODSCEN2,AMBITOTER3,CODSCEN3,AMBITOTER4,CODSCEN4,CODAREA1,CODAREA2,CODAREA3,CODAREA4,RIS1,RIS2,RIS3,RIS4,RISMAX
127,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_782,,,,R3,,,,R3
128,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_741,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
129,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_794,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
130,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,RSP,M,ITR081_9999_P3_RP_1298,,,ITR081_ _P2_RSP_37,R4,,,R2,R4
131,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_781,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
132,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_110200000000_P3_RP_1315,,,,R4,,,,R4
133,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_080302000000_P3_RP_1368,,,,R4,,,,R4
134,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_110100000000_P2_RP_250,,,,R3,,,,R3
135,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_110104000000_P3_RP_2022,,,,R4,,,,R4
136,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_817,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
137,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_743,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
138,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
139,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti potenzialmente pericolosi ai fini di protezione civile,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_820,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
140,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_816,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
141,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,H,,,,,,,ITR081_110104000000_P3_RP_2204,,,,R4,,,,R4
142,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_823,,,ITR081_ _P3_RSP_118,R3,,,R3,R3
143,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
144,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti RIR,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
145,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti RIR,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_827,,,,R3,,,,R3
146,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_160200000000_P2_RP_1132,,,ITR081_ _P3_RSP_53,R3,,,R3,R3
147,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_130700000000_P2_RP_1061,,,,R3,,,,R3
148,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,H,,,,,RSP,M,ITR081_9999_P3_RP_1298,,,ITR081_ _P2_RSP_37,R4,,,R2,R4
149,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_825,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
150,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
151,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
152,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_825,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
153,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_824,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
154,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
155,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_825,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
156,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
157,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_801,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
158,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,,,ITR081_110100000000_P2_RP_258,,,,R3,,,,R3
159,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
160,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
161,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
162,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_743,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
163,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
164,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
165,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
166,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_610,,,,R3,,,,R3
167,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_110201030000_P3_RP_1583,,,,R4,,,,R4
168,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_160000000000_P3_RP_1269,,,,R4,,,,R4
169,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_826,,,ITR081_ _P3_RSP_122,R3,,,R3,R3
170,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_821,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
171,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_783,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
172,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_695,,,,R3,,,,R3
173,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
174,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_806,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
175,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_824,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
176,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
177,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_781,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
178,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_820,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
179,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_785,,,,R3,,,,R3
180,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,H,,,,,RSP,M,ITR081_9999_P3_RP_1298,,,ITR081_ _P2_RSP_37,R4,,,R2,R4
181,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_824,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
182,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_110000000000_P2_RP_744,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
183,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_823,,,ITR081_ _P3_RSP_118,R3,,,R3,R3
184,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
185,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_743,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
186,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
187,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
188,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_743,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
189,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
190,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
191,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
192,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_821,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
193,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
194,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
195,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,H,,,,,RSP,M,ITR081_080000000000_P3_RP_1383,,,ITR081_ _P2_RSP_1,R4,,,R2,R4
196,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
197,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_743,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
198,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
199,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
200,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_080000000000_P2_RP_192,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
201,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_110000000000_P2_RP_744,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
202,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
203,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
204,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_610,,,,R3,,,,R3
205,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_804,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
206,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_824,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
207,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,,,ITR081_110104000000_P2_RP_472,,,,R3,,,,R3
208,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,,,ITR081_110104000000_P2_RP_473,,,,R3,,,,R3
209,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
210,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
211,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
212,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
213,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_821,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
214,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
215,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti RIR,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
216,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_726,,,,R3,,,,R3
217,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_820,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
218,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,H,,,,,,,ITR081_130700000000_P3_RP_1462,,,,R4,,,,R4
219,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,ACM,L,RSP,M,ITR081_9999_P2_RP_800,,ITR081__P1_ACM_2,ITR081_ _P2_RSP_37,R3,,R2,R2,R3
220,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
221,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_794,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
222,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
223,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_802,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
224,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_781,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
225,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_785,,,,R3,,,,R3
226,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_130700000000_P2_RP_1062,,,,R3,,,,R3
227,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
228,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_110000000000_P2_RP_744,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
229,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
230,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_825,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
231,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_823,,,ITR081_ _P3_RSP_118,R3,,,R3,R3
232,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_784,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
233,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
234,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
235,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_826,,,ITR081_ _P3_RSP_103,R3,,,R3,R3
236,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_826,,,ITR081_ _P3_RSP_119,R3,,,R3,R3
237,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_110200000000_P2_RP_541,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
238,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
239,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_110200000000_P2_RP_541,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
240,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
241,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_827,,,,R3,,,,R3
242,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
243,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
244,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
245,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_110200000000_P2_RP_541,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
246,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
247,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
248,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
249,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
250,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_610,,,,R3,,,,R3
251,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_130000000000_P3_RP_1274,,,,R4,,,,R4
252,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_130800000000_P2_RP_924,,,,R3,,,,R3
